epoch,train_loss,val_loss,val_auc,val_acc,lr
1,6.836005963018846,2.8349517385351626,0.880442720219078,0.9821092278719398,0.0001
2,9.247112821641291,2.2840504045213077,0.8466967138293018,0.9661016949152542,9.509795896116974e-05
3,7.499111186996632,2.170201232829563,0.89805454130534,0.9648462021343377,8.136274519200731e-05
4,6.947679901741034,2.1251069102973155,0.9133814468279324,0.9761456371625863,6.151478623083756e-05
5,5.664857404787992,3.053391097556977,0.9030094705613876,0.9814814814814815,3.9485213769162445e-05
6,4.8743505065282156,1.9595055382017206,0.9014861935189411,0.965473948524796,1.9637254807992694e-05
7,4.156323054569519,2.4242894097527765,0.9032804655408488,0.9799121155053359,5.902041038830258e-06
8,3.8585258177582986,2.4624864475376773,0.914000456412597,0.9717514124293786,1e-06
